Iterations;Energies;cond(Ai);cond(A0 @ Ai)
7;230;1113.1116612174167;2.178777054239203
8;230;1113.1425530714575;2.1843199818340673
9;230;1113.1574873936995;2.186848201645494
10;230;1113.1648025318361;2.188002541149863
11;230;1113.1684848287882;2.188534614664435
12;230;1113.170378377261;2.1887812461461174
13;230;1113.1713477569317;2.1888944744691092
14;230;1113.1718349952098;2.188945680572316
15;230;1113.1720767968716;2.188968648383029
16;230;1113.1721958963979;2.188978961467229
17;230;1113.172254492694;2.188983629843769
18;230;1113.1722833705278;2.188985769690922
19;230;1113.172297639941;2.1889867654231834
20;230;1113.1723047132596;2.1889872363653886
21;230;1113.1723082315893;2.1889874628023844
22;230;1113.1723099875514;2.1889875734303867
23;230;1113.1723108663207;2.1889876282867475
24;230;1113.1723112651557;2.1889876558627672
25;230;1113.1723115300065;2.1889876698854005
26;230;1113.1723115665684;2.188987677095489
27;230;1113.172311700277;2.1889876808268296
28;230;1113.1723117287431;2.1889876827753416
29;230;1113.1723117446636;2.188987683800615
30;230;1113.1723117518713;2.1889876843426883
31;230;1113.172311755893;2.1889876846275356
1;231;1111.7647357514957;1.4971217397167462
2;231;1113.958409767279;1.8098775521358101
3;231;1115.2673319626538;1.987907358931209
4;231;1115.868797857804;2.080850238608472
5;231;1116.2008206701914;2.1279746953734837
6;231;1116.3511579230426;2.151835440569354
7;231;1116.4247284925525;2.1641623993645847
8;231;1116.4600428768845;2.1697795984335713
9;231;1116.4771679170908;2.1723533752225075
10;231;1116.485578668037;2.173528770722236
11;231;1116.4898103368282;2.1740700996298528
12;231;1116.4919775341407;2.174320883947588
13;231;1116.493084199128;2.1744360158000133
14;231;1116.493641893274;2.1744881167978662
15;231;1116.4939201551126;2.1745115259296175
16;231;1116.4940584242347;2.174522069715507
17;231;1116.4941270166437;2.1745268648313
18;231;1116.494161305562;2.174529076370566
19;231;1116.49417831772;2.1745301131226498
20;231;1116.494186907173;2.1745306075015187
21;231;1116.4941911959259;2.174530847244695
22;231;1116.4941933562438;2.174530965351948
23;231;1116.4941944474306;2.174531024368366
24;231;1116.494195000748;2.1745310542323297
25;231;1116.4941952809572;2.174531069506723
26;231;1116.494195424088;2.174531077387253
27;231;1116.4941954984795;2.1745310814867223
28;231;1116.494195535452;2.1745310836281337
29;231;1116.49419550536;2.1745310847705532
30;231;1116.494195565386;2.17453108535296
31;231;1116.4941955706693;2.1745310856673363
1;232;1114.6808189891487;1.488386218219243
2;232;1117.1446458582298;1.807829622182343
3;232;1118.5893904745988;1.9902860003255305
4;232;1119.2668790394941;2.0855373092353298
5;232;1119.6334607685721;2.1340668083613945
6;232;1119.802033163146;2.158788049065309
7;232;1119.8845488178126;2.171179204783498
8;232;1119.9244083621354;2.176902798705004
9;232;1119.9437602484047;2.1795246942506985
10;232;1119.9532628620789;2.180716492225503
11;232;1119.9580252867158;2.181261849862095
12;232;1119.9604472650408;2.181512813023179
13;232;1119.9616780558135;2.18162724939839
14;232;1119.9622984522805;2.1816786771931063
15;232;1119.9626092926567;2.1817016277573593
16;232;1119.9627647055388;2.1817119030616667
17;232;1119.9628424481334;2.181716554317145
18;232;1119.962881409173;2.181718693247361
19;232;1119.9629009820746;2.18171969494661
20;232;1119.9629108408633;2.181720173024119
21;232;1119.962915820358;2.181720405423873
22;232;1119.9629183423654;2.181720520332016
23;232;1119.9629196030733;2.1817205781226954
24;232;1119.9629202745402;2.181720607327016
25;232;1119.9629206062189;2.1817206223970147
26;232;1119.9629207762569;2.1817206302078556
27;232;1119.9629208647893;2.1817206342874935
28;232;1119.962920909165;2.181720636426154
29;232;1119.9629209334403;2.1817206375568334
30;232;1119.9629209449204;2.1817206381561287
31;232;1119.9629209511963;2.181720638473317
1;233;1117.7211261906152;1.4879594706154322
2;233;1120.4476087887995;1.814817360119742
3;233;1122.036745823147;2.0020953594220425
4;233;1122.7963026482635;2.099979005749578
5;233;1123.1981937593612;2.1500646968846455
6;233;1123.3841510332456;2.17562538229356
7;233;1123.4753321711016;2.1882243703068442
8;233;1123.519569809185;2.1940893159085584
9;233;1123.5410526108692;2.196772838937441
10;233;1123.5515609188167;2.197986790046699
11;233;1123.556773951688;2.198538558020253
12;233;1123.5593865686903;2.1987906223003524
13;233;1123.5606969980827;2.1989046915100574
14;233;1123.5613520328554;2.19895554838819
15;233;1123.5616787025392;2.1989780634814546
16;233;1123.5618415798058;2.198988069281658
17;233;1123.5619228880432;2.198992570563723
18;233;1123.5619635545609;2.198994631350192
19;233;1123.5619839390222;2.198995594156406
20;233;1123.5619941801704;2.198996053541769
21;233;1123.5619993375537;2.1989962772165357
22;233;1123.5620019406094;2.198996388160667
23;233;1123.5620032572267;2.1989964440783387
24;233;1123.5620039251253;2.1989964726489744
25;233;1123.5620042632204;2.1989964874074803
26;233;1123.5620044358795;2.198996495095992
27;233;1123.562004525471;2.198996499130325
28;233;1123.562004569836;2.198996501255311
29;233;1123.5620045942987;2.1989965023832436
30;233;1123.5620046056517;2.1989965029829643
31;233;1123.5620046117333;2.1989965033019754
1;234;1120.8540395184116;1.491844182964861
2;234;1123.8730986922628;1.8268347534252245
3;234;1125.6040669589877;2.019388725805787
4;234;1126.434786362865;2.120226907661479
5;234;1126.8614908557697;2.172006752383545
6;234;1127.0606734326811;2.1984179812595466
7;234;1127.1579243361682;2.2113348690611088
8;234;1127.2053612463717;2.2173745691635975
9;234;1127.2284217830863;2.220135954443151
10;234;1127.239664798132;2.221380905797533
11;234;1127.2451910764585;2.2219439210041063
12;234;1127.2479220637047;2.222199675285266
13;234;1127.2492718242243;2.2223147354450052
14;234;1127.2499379834842;2.2223657219969017
15;234;1127.2502666577118;2.2223881582121874
16;234;1127.2504289814033;2.222398074222521
17;234;1127.2505092905926;2.2224025155058014
18;234;1127.2505491067611;2.222404543031448
19;234;1127.2505688910244;2.2224054893123983
20;234;1127.2505787423881;2.222405941168441
21;234;1127.2505836586688;2.222406161707649
22;234;1127.2505861170196;2.222406271499699
23;234;1127.2505873486061;2.2224063270876164
24;234;1127.2505879671373;2.2224063556317106
25;234;1127.2505882771848;2.222406370451221
26;234;1127.2505884339598;2.222406378210068
27;234;1127.2505885145126;2.2224063822999454
28;234;1127.2505885538783;2.222406384463701
29;234;1127.2505885755997;2.2224063856170617
30;234;1127.250588585299;2.2224063862314054
31;234;1127.2505885905134;2.2224063865603063
1;235;1124.0779926353184;1.4983775098017806
2;235;1127.422911573557;1.8422670456057322
3;235;1129.2277929156207;2.0406205534878556
4;235;1130.1038902718249;2.1447476002711783
5;235;1130.5442261579287;2.198365172303613
6;235;1130.7527793326526;2.225668448211328
7;235;1130.853927049689;2.238990454900295
8;235;1130.9035404378724;2.24523677880471
9;235;1130.92768243481;2.2480934429649544
10;235;1130.939436778146;2.2493799693527765
11;235;1130.9451878349257;2.249960601134267
12;235;1130.9480079623304;2.2502237330167287
13;235;1130.9493895153016;2.250341838582932
14;235;1130.950065818675;2.2503940645161404
15;235;1130.9503970983994;2.250417007466345
16;235;1130.9505596368904;2.250427137617647
17;235;1130.9506395521853;2.250431674857433
18;235;1130.9506789318125;2.2504337485676476
19;235;1130.9506983802557;2.2504347186278912
20;235;1130.9507080048095;2.2504351833682756
21;235;1130.9507127774652;2.2504354111135045
22;235;1130.9507151488149;2.250435525001569
23;235;1130.9507163287713;2.2504355829298133
24;235;1130.950716917365;2.250435612810207
25;235;1130.9507172100646;2.2504356283894777
26;235;1130.9507173571928;2.250435636578361
27;235;1130.9507174322896;2.250435640909987
28;235;1130.950717468524;2.25043564320948
29;235;1130.9507174885757;2.250435644438205
30;235;1130.9507174973398;2.2504356450939484
31;235;1130.950717501918;2.2504356454462013
1;236;1127.4735042549487;1.5068007234972292
2;236;1130.9766626224289;1.8604322682888514
3;236;1132.8258634438193;2.0651796399042794
4;236;1133.7301357684112;2.1729464720926885
5;236;1134.1765948176962;2.2285616110991193
6;236;1134.3911835306142;2.2568315070957747
7;236;1134.4946353236287;2.2706277868357754
8;236;1134.5456332365854;2.2771086724041263
9;236;1134.5704630375621;2.2800754083825496
10;236;1134.582545004547;2.281412278088017
11;236;1134.5884422282543;2.282015854868774
12;236;1134.5913212338842;2.282289517967284
13;236;1134.592724261208;2.2824124588755392
14;236;1134.5934078064274;2.282466901731988
15;236;1134.5937412744333;2.2824908698890245
16;236;1134.5939043020453;2.2825014836264232
17;236;1134.593984192039;2.282506254981158
18;236;1134.5940234329246;2.2825084451229545
19;236;1134.594042751009;2.282509474508573
20;236;1134.5940522799108;2.2825099700819074
21;236;1134.5940569895045;2.2825102140939078
22;236;1134.5940593212056;2.2825103366570936
23;236;1134.594060477219;2.2825103992455724
24;236;1134.5940610516045;2.2825104316411187
25;236;1134.5940613361108;2.282510448581301
26;236;1134.5940614787937;2.2825104575076662
27;236;1134.5940615510356;2.2825104622387777
28;236;1134.5940615858424;2.282510464755186
29;236;1134.5940616050316;2.282510466101771
30;236;1134.5940616132104;2.2825104668212397
31;236;1134.5940616175194;2.282510467207759
1;237;1130.8527225972664;1.516757587938622
2;237;1134.4701586819149;1.8810706271066373
3;237;1136.3383976565904;2.092880323203361
4;237;1137.255720606568;2.204662907044354
5;237;1137.7013188906244;2.2624624048295026
6;237;1137.9184100126072;2.291799465994388
7;237;1138.0225714658866;2.3061313475924257
8;237;1138.0741511742106;2.3128728452938883
9;237;1138.0992716193496;2.3159619357575707
10;237;1138.1114909007194;2.3173552971196627
11;237;1138.1174464111357;2.317985048241661
12;237;1138.120345224869;2.3182709669567614
13;237;1138.1217528662721;2.318399649439117
14;237;1138.1224365305318;2.318456772740588
15;237;1138.122769238837;2.318481998009504
16;237;1138.1229315684295;2.3184932097427575
17;237;1138.123010975382;2.318498271217915
18;237;1138.1230499134451;2.3185006051093464
19;237;1138.1230690507577;2.318501707133894
20;237;1138.1230784743498;2.318502240036153
21;237;1138.123083123622;2.3185025034922346
22;237;1138.1230854211965;2.318502636289164
23;237;1138.1230865578643;2.3185027043058866
24;237;1138.1230871214655;2.3185027395965068
25;237;1138.123087399911;2.3185027580868423
26;237;1138.1230875393394;2.3185027678452483
27;237;1138.12308760983;2.3185027730233703
28;237;1138.1230876435184;2.318502775780686
29;237;1138.1230876622524;2.3185027772571796
30;237;1138.1230876699997;2.318502778046314
31;237;1138.1230876741317;2.3185027784708376
1;238;1134.174254038008;1.5280908572107532
2;238;1137.8540502081014;1.9041368080922503
3;238;1139.7133389375422;2.123756060704587
4;238;1140.6282103372337;2.2399681494036328
5;238;1141.0657984049365;2.3001685183375398
6;238;1141.2816137883385;2.3306913226313073
7;238;1141.384793910604;2.3456206778768753
8;238;1141.4361012402164;2.3526501130126416
9;238;1141.4610923611042;2.355873710696281
10;238;1141.4732461400752;2.3573289206549566
11;238;1141.4791637550127;2.357987230472288
12;238;1141.48203761962;2.3582864806390065
13;238;1141.4834293240062;2.3584213840922477
14;238;1141.484103722294;2.358481394281547
15;238;1141.4844313910842;2.358507962453078
16;238;1141.4845910721847;2.358519806746041
17;238;1141.4846691076702;2.358525171858556
18;238;1141.4847073395597;2.358527654601468
19;238;1141.484726113452;2.358528831095731
20;238;1141.484735349746;2.358529401928214
21;238;1141.4847399020534;2.358529684991266
22;238;1141.4847421492404;2.358529828042852
23;238;1141.484743259767;2.3585299014712344
24;238;1141.4847438097668;2.3585299396359476
25;238;1141.4847440809256;2.3585299596595206
26;238;1141.4847442166113;2.358529970239115
27;238;1141.4847442851358;2.3585299758580276
28;238;1141.484744317674;2.35852997885193
29;238;1141.4847443358185;2.3585299804557436
30;238;1141.4847443433273;2.358529981313579
31;238;1141.484744347133;2.358529981775002
1;239;1137.39676672023;1.5407529277802605
2;239;1141.081414475893;1.9297050518613168
3;239;1142.901788354501;2.15796606942754
4;239;1143.7981296814767;2.2790686132947666
5;239;1144.2204006785676;2.341916661193893
6;239;1144.4310021627134;2.3737588743686024
7;239;1144.5314335258377;2.3893523772516736
8;239;1144.5815731249393;2.3967000255903375
9;239;1144.6059966172934;2.400071507756127
10;239;1144.617872890434;2.401594277745731
11;239;1144.6236511929073;2.4022835490361336
12;239;1144.6264522223753;2.4025971375555515
13;239;1144.6278055729003;2.4027386718745993
14;239;1144.628460223177;2.4028017257592693
15;239;1144.6287779381971;2.4028296919042855
16;239;1144.6289326595522;2.4028421857845657
17;239;1144.6290082336443;2.402847858532316
18;239;1144.6290452440346;2.4028504902307675
19;239;1144.629063410707;2.402851740457031
20;239;1144.6290723441555;2.4028523485217756
21;239;1144.6290767447433;2.4028526507043138
22;239;1144.6290789157188;2.402852803707121
23;239;1144.629079987846;2.4028528823691295
24;239;1144.6290805181036;2.40285292330728
25;239;1144.629080779502;2.4028529448095246
26;239;1144.6290809101458;2.402852956179253
27;239;1144.629080976008;2.402852962222379
28;239;1144.6290810071896;2.4028529654441777
29;239;1144.6290810247315;2.4028529671702743
30;239;1144.629081031781;2.4028529680944164
31;239;1144.629081035455;2.4028529685913917
1;240;1140.4791762924826;1.5547619673224156
2;240;1144.1072070142282;1.9579228742784582
3;240;1145.8576602622468;2.195750413944107
4;240;1146.7190876706125;2.3222581519808165
5;240;1147.118728458232;2.3880323798545207
6;240;1147.3201256602374;2.421342805688112
7;240;1147.416007807131;2.4376740536497663
8;240;1147.4640647462345;2.4453739253255375
9;240;1147.4874741236927;2.448908440393757
10;240;1147.4988570116811;2.450505267556997
11;240;1147.5043924722631;2.4512282391052747
12;240;1147.5070715790976;2.4515573156167734
13;240;1147.5083634643913;2.4517059511197634
14;240;1147.5089874736504;2.451772230935226
15;240;1147.5092900778618;2.4518016609423774
16;240;1147.509437386387;2.451814826208221
17;240;1147.5095093279826;2.4518208128130783
18;240;1147.509544555839;2.4518235946715716
19;240;1147.5095618460045;2.451824918467971
20;240;1147.5095703469183;2.451825563379586
21;240;1147.5095745334681;2.4518258843678757
22;240;1147.5095765981562;2.451826047116357
23;240;1147.5095776172695;2.4518261308897618
24;240;1147.5095781210473;2.4518261745322296
25;240;1147.5095783690558;2.4518261974743676
26;240;1147.509578493342;2.4518262096142815
27;240;1147.5095785557137;2.4518262160704394
28;240;1147.5095785851627;2.4518262195143437
29;240;1147.5095786018658;2.4518262213598883
30;240;1147.509578608442;2.4518262223484713
31;240;1147.5095786118186;2.4518262228801353
1;241;1143.3813154586853;1.5701774073098282
2;241;1146.888892383516;1.9889870400325578
3;241;1148.538298182817;2.2374068269113025
4;241;1149.3485269830994;2.3698938903495277
5;241;1149.7184094253962;2.438906740356006
6;241;1149.9066747744378;2.473850556310142
7;241;1149.9962247716771;2.491001389831404
8;241;1150.0412899687885;2.499091713242296
9;241;1150.0632426990792;2.502806437955148
10;241;1150.0739184480885;2.504484765686546
11;241;1150.079108541872;2.505244615824072
12;241;1150.0816171115239;2.50559053694782
13;241;1150.0828246315643;2.505746842027249
14;241;1150.0834071856757;2.5058165764190368
15;241;1150.0836895413365;2.505847558257583
16;241;1150.0838269827289;2.50586142737063
17;241;1150.0838941140287;2.5058677393077704
18;241;1150.0839269926023;2.5058706751753124
19;241;1150.0839431325219;2.505872073734986
20;241;1150.083951068978;2.5058727558133205
21;241;1150.0839549773586;2.5058730956648776
22;241;1150.0839569048483;2.505873268150932
23;241;1150.0839578559965;2.5058733570188414
24;241;1150.0839583260044;2.5058734033529735
25;241;1150.0839585572808;2.505873427727631
26;241;1150.083958673218;2.505873440633414
27;241;1150.08395873144;2.505873447500584
28;241;1150.083958758785;2.5058734511655594
29;241;1150.0839587741964;2.5058734531301043
30;241;1150.0839587803148;2.5058734541831447
31;241;1150.0839587833555;2.505873454749453
1;242;1146.0646649929035;1.5870853102584899
2;242;1149.387288645675;2.0231297091067635
3;242;1150.9053264563447;2.283277237923875
4;242;1151.6486277724612;2.422382588119975
5;242;1151.982013865422;2.4949832115864976
6;242;1152.1534004838732;2.5317436436114593
7;242;1152.2349064708965;2.5498052040265176
8;242;1152.276103821333;2.558328839580505
9;242;1152.2961743385413;2.5622431607366765
10;242;1152.3059376336248;2.56401146244631
11;242;1152.3106839650277;2.564811849632308
12;242;1152.3129754244833;2.5651761992021385
13;242;1152.3140766853655;2.5653408502678205
14;242;1152.3146074522676;2.5654143189991507
15;242;1152.3148646477787;2.565446964871068
16;242;1152.3149898720324;2.5654615819126687
17;242;1152.315051063691;2.565468236328843
18;242;1152.315081048381;2.565471332874324
19;242;1152.315095774897;2.5654728088191208
20;242;1152.315103019224;2.565473529119711
21;242;1152.3151065878817;2.5654738882748824
22;242;1152.315108348096;2.565474070692073
23;242;1152.315109216866;2.5654741647446087
24;242;1152.3151096460529;2.5654742138147837
25;242;1152.3151098571373;2.5654742396445767
26;242;1152.315109963104;2.5654742533286736
27;242;1152.3151100162927;2.56547426061351
28;242;1152.3151100410998;2.5654742645031186
29;242;1152.3151100554528;2.565474266589067
30;242;1152.3151100607317;2.565474267707337
31;242;1152.3151100635303;2.5654742683086598
1;243;1148.4931211573396;1.6055890175921577
2;243;1151.567448650184;2.060609018058736
3;243;1152.9255361509163;2.333738386944246
4;243;1153.5872118768357;2.480171321351075
5;243;1153.8779603850812;2.5567486691420522
6;243;1154.0290190262106;2.5955288486235357
7;243;1154.1008944260384;2.6146025704130555
8;243;1154.1374083978915;2.6236074269972995
9;243;1154.1552013480236;2.627743115514953
10;243;1154.163861683092;2.6296109637922265
11;243;1154.1680730712621;2.6304560529942074
12;243;1154.170104386349;2.6308406517250673
13;243;1154.1710792273539;2.6310144363256045
14;243;1154.1715487143758;2.6310919709338756
15;243;1154.1717762404107;2.6311264171487694
16;243;1154.1718870900693;2.6311418375464526
17;243;1154.1719413046246;2.6311488570249777
18;243;1154.1719678948969;2.6311521235791244
19;243;1154.1719809661267;2.631153680860905
20;243;1154.1719874011185;2.631154441115493
21;243;1154.171990573426;2.6311548203649773
22;243;1154.1719921390427;2.631155013090109
23;243;1154.1719929120682;2.6311551125138988
24;243;1154.1719932940111;2.6311551644156412
25;243;1154.1719934817481;2.6311551917514726
26;243;1154.1719935764825;2.631155206240567
27;243;1154.1719936237403;2.631155213957513
28;243;1154.17199364585;2.631155218080021
29;243;1154.1719936585941;2.63115522029121
30;243;1154.1719936631987;2.631155221477712
31;243;1154.1719936656198;2.63115522211559
1;244;1150.6337782974867;1.6258023524799208
2;244;1153.3995122481442;2.101701299774167
3;244;1154.5717203306313;2.389193826940227
4;244;1155.1385724456047;2.5437395905932685
5;244;1155.3813374539493;2.6247257361251206
6;244;1155.5090282639583;2.665750660981874
7;244;1155.569864487794;2.6859492731763
8;244;1155.6009670409483;2.6954887499877036
9;244;1155.6161301890795;2.699870147032444
10;244;1155.6235180433307;2.701848286232819
11;244;1155.6271134798099;2.702742775233867
12;244;1155.6288465617897;2.7031496895124447
13;244;1155.629677223758;2.703333508672524
14;244;1155.6300770967932;2.703415492599391
15;244;1155.6302710007565;2.703451899138557
16;244;1155.6303655856975;2.703468189220132
17;244;1155.6304119143713;2.703475601459407
18;244;1155.6304346721404;2.703479049809131
19;244;1155.6304458763918;2.703480693589137
20;244;1155.6304514000024;2.703481496138299
21;244;1155.6304541264126;2.70348189658501
22;244;1155.630455473443;2.703482100156885
23;244;1155.630456139258;2.7034822052240277
24;244;1155.630456468391;2.703482260098575
25;244;1155.6304566302563;2.70348228901501
26;244;1155.6304567122604;2.703482304348762
27;244;1155.63045675324;2.703482312520136
28;244;1155.6304567721022;2.7034823168869697
29;244;1155.630456783324;2.703482319229906
30;244;1155.630456787153;2.703482320487657
31;244;1155.6304567889704;2.703482321163753
1;245;1152.4577028838557;1.6478438275926608
2;245;1154.859486640082;2.1466935932741924
3;245;1155.823406688594;2.4500660625433563
4;245;1156.284179422835;2.613591568180398
5;245;1156.474591936092;2.6994652374919546
6;245;1156.5763865614701;2.7429838267829356
7;245;1156.625002014762;2.7644323989379687
8;245;1156.6500777005313;2.7745658622020684
9;245;1156.6623139417761;2.7792200836957734
10;245;1156.668286506401;2.78132051105988
11;245;1156.6711978766325;2.782269660523261
12;245;1156.672600859543;2.782701212896896
13;245;1156.6732725803824;2.7828960842539683
14;245;1156.6735959445282;2.782982953361318
15;245;1156.6737529639045;2.7830215036317676
16;245;1156.673829725551;2.783038740275378
17;245;1156.6738674195224;2.7830465778174416
18;245;1156.6738859835457;2.783050222030725
19;245;1156.6738951466573;2.78305195857326
20;245;1156.6738996747592;2.7830528063060784
21;245;1156.6739019148938;2.7830532293307493
22;245;1156.6739030237584;2.783053444433238
23;245;1156.6739035731255;2.7830535554921023
24;245;1156.6739038450712;2.7830536135210493
25;245;1156.673903978844;2.783053644113912
26;245;1156.6739040471884;2.7830536603446565
27;245;1156.6739040811535;2.783053668997768
28;245;1156.673904096801;2.7830536736239586
29;245;1156.673904106242;2.783053676107021
30;245;1156.6739041092112;2.783053677440778
31;245;1156.6739041107746;2.7830536781579283
1;246;1153.9406730136047;1.6718310619483658
2;246;1155.9299195746416;2.195875870976345
3;246;1156.6674489471793;2.516788346555889
4;246;1157.013223712915;2.690248028011859
5;246;1157.1480480760931;2.7815383536182394
6;246;1157.222017776253;2.8278256150607186
7;246;1157.2575010455685;2.8506626731515508
8;246;1157.2760691861397;2.861455975876136
9;246;1157.2851471243396;2.8664131391677072
10;246;1157.289593331716;2.86864919647161
11;246;1157.2917677905866;2.8696588648947907
12;246;1157.2928161345692;2.870117646914764
13;246;1157.29331765658;2.8703247090253163
14;246;1157.2935592904466;2.870416952689133
15;246;1157.2936769629232;2.8704578535651977
16;246;1157.2937347258837;2.870476123997184
17;246;1157.2937632204653;2.8704844240292102
18;246;1157.2937773191118;2.870488280316426
19;246;1157.2937843101954;2.870490116904684
20;246;1157.293787779617;2.870491013208542
21;246;1157.2937895031034;2.870491460444789
22;246;1157.2937903596103;2.8704916878907145
23;246;1157.2937907853448;2.8704918053574398
24;246;1157.2937909967925;2.8704918667581896
25;246;1157.293791101007;2.8704918991430324
26;246;1157.293791154906;2.870491916332741
27;246;1157.293791181783;2.8704919255010535
28;246;1157.2937911939623;2.8704919304049756
29;246;1157.293791201491;2.8704919330379037
30;246;1157.2937912037237;2.8704919344533386
31;246;1157.2937912046746;2.870491935214187
1;247;1155.0638562747731;1.6978750928148503
2;247;1156.6004352339417;2.2495328790978424
3;247;1157.098447540843;2.5897961177520825
4;247;1157.3229726315226;2.774237976279055
5;247;1157.4002305974996;2.8715285215746014
6;247;1157.4451165365135;2.920887867966299
7;247;1157.4668618702865;2.9452666051691714
8;247;1157.4785948342364;2.9567926599741208
9;247;1157.484357459517;2.9620861370206195
10;247;1157.4872020894088;2.964472614570061
11;247;1157.4886039921955;2.965549298856638
12;247;1157.4892813676718;2.9660381865721157
13;247;1157.4896053368388;2.9662587045006266
14;247;1157.4897618748553;2.9663568673252567
15;247;1157.4898386221678;2.966400349486633
16;247;1157.4898766340286;2.9664197512185426
17;247;1157.4898955678386;2.9664285554488314
18;247;1157.4899050266465;2.9664326420606577
19;247;1157.4899097616292;2.966434586929622
20;247;1157.489912132361;2.9664355356522822
21;247;1157.4899133200076;2.9664360089616997
22;247;1157.4899139148386;2.966436249681354
23;247;1157.4899142128456;2.9664363740333743
24;247;1157.489914361655;2.9664364390564613
25;247;1157.4899144354092;2.966436473366665
26;247;1157.4899144744477;2.9664364915864296
27;247;1157.4899144939498;2.966436501308852
28;247;1157.489914502568;2.966436506511479
29;247;1157.4899145083868;2.9664365093058964
30;247;1157.4899145097318;2.966436510808572
31;247;1157.4899145103323;2.966436511616761
1;248;1155.814399293825;1.7260745756453568
2;248;1156.8681084186696;2.307935771792168
3;248;1157.1189789798123;2.669518329031581
4;248;1157.2189192611447;2.8660902633422736
5;248;1157.237976089752;2.9700233853524924
6;248;1157.2532388488967;3.0227891462261716
7;248;1157.2609724586898;3.048878755862509
8;248;1157.2657092554316;3.061218173280221
9;248;1157.268080344128;3.0668848759215055
10;248;1157.2692870371466;3.0694381312279275
11;248;1157.269899342732;3.070589013813275
12;248;1157.270198262325;3.071111186288004
13;248;1157.270341505863;3.071346558622847
14;248;1157.2704115605648;3.0714512428186023
15;248;1157.2704467439953;3.0714975613954993
16;248;1157.2704647001256;3.0715182023082517
17;248;1157.2704739256667;3.0715275569045906
18;248;1157.2704786733354;3.0715318940629857
19;248;1157.270481117755;3.0715339563486697
20;248;1157.2704823734437;3.0715349617671417
21;248;1157.270483017414;3.071535463223018
22;248;1157.2704833470978;3.0715357182544967
23;248;1157.2704835157558;3.0715358500262275
24;248;1157.27048360145;3.07153591895125
25;248;1157.2704836443895;3.071535955336516
26;248;1157.2704836685343;3.07153597466685
27;248;1157.2704836806076;3.0715359849864146
28;248;1157.2704836855721;3.071535990511717
29;248;1157.2704836896223;3.071535993480285
30;248;1157.2704836901064;3.0715359950779026
31;248;1157.2704836901853;3.071535995936929
1;249;1156.1859043993607;1.7565100578840718
2;249;1156.737659675429;2.371333876785694
3;249;1156.739622858219;2.7563690457507772
4;249;1156.7147191691272;2.9663255788507135
5;249;1156.6763281868666;3.077607211669152
6;249;1156.6621747713507;3.1341473936914825
7;249;1156.6559711176526;3.1621345543666752
8;249;1156.6537258379742;3.175376361096327
9;249;1156.6527138498468;3.1814570651630327
10;249;1156.6522869154562;3.1841951592618134
11;249;1156.6521120155767;3.1854281630492034
12;249;1156.6520341912833;3.1859871244389404
13;249;1156.6519978632857;3.18623889195555
14;249;1156.6519820849467;3.1863507604711803
15;249;1156.65197602931;3.1864001960291137
16;249;1156.6519740828273;3.186422194607895
17;249;1156.6519736708312;3.186432150211703
18;249;1156.6519737404249;3.1864367600732724
19;249;1156.651973909993;3.1864389497811434
20;249;1156.6519740580193;3.1864400165765185
21;249;1156.6519741621935;3.1864405484508347
22;249;1156.6519742287678;3.186440818932565
23;249;1156.6519742690327;3.1864409587097953
24;249;1156.6519742921187;3.1864410318453893
25;249;1156.6519743045656;3.1864410704700723
26;249;1156.6519743139177;3.18644109099948
27;249;1156.6519743185836;3.186441101965054
28;249;1156.651974320274;3.186441107838703
29;249;1156.6519743223566;3.1864411109954824
30;249;1156.6519743220508;3.1864411126953276
31;249;1156.6519743217325;3.186441113609782
1;250;1156.1787727444819;1.789238614904083
2;250;1156.2214621235848;2.4399469903425657
3;250;1155.9787856330693;2.850739733062934
4;250;1155.83191973653;3.075449266905437
5;250;1155.7382244150363;3.1948542210683324
6;250;1155.6956127738574;3.255573577754619
7;250;1155.6759010143612;3.285664124200339
8;250;1155.666866111809;3.2999065779440535
9;250;1155.6625655772202;3.3064462940860797
10;250;1155.660550593071;3.3093891490616656
11;250;1155.659610561384;3.3107130017432946
12;250;1155.6591669851641;3.3113126076323116
13;250;1155.6589565797458;3.311582463924272
14;250;1155.6588576500485;3.3117022444649504
15;250;1155.658811635576;3.311755104383573
16;250;1155.6587903911127;3.3117785901288523
17;250;1155.6587806265422;3.3117892019458477
18;250;1155.6587761524615;3.31179410860439
19;250;1155.6587741111146;3.3117964365904715
20;250;1155.658773182013;3.31179756983798
21;250;1155.6587727611677;3.311798134590543
22;250;1155.6587725717554;3.311798421756683
23;250;1155.65877248716;3.3117985701755024
24;250;1155.658772449352;3.311798647856726
25;250;1155.6587724322662;3.3117986888993918
26;250;1155.6587724272729;3.3117987107246694
27;250;1155.6587724247834;3.3117987223879424
28;250;1155.6587724229837;3.311798728638961
29;250;1155.6587724233761;3.311798731999601
30;250;1155.6587724223514;3.311798733810607
31;250;1155.6587724215362;3.3117987347844777
1;251;1155.8003990467494;1.8242891665164043
2;251;1155.3393594651486;2.513958600179917
3;251;1154.8623309293191;2.9529926501761823
4;251;1154.5995014150733;3.1939454045781313
5;251;1154.4539979194583;3.322323296410648
6;251;1154.3846221402284;3.387666778671658
7;251;1154.3521850726893;3.420087597590958
8;251;1154.3367304192495;3.435439118148059
9;251;1154.3293212347187;3.44248751878426
10;251;1154.3258046192304;3.4456571007987096
